,C_true,L_true,W_true,PERMANOVA Stat,PERMANOVA p-value,Permanova p-value R,Energy Stat,Energy p-value,Energy p-value R,MMD Stat,MMD p-value,MMD p-value R
0,1.8,0.4,0.05,62.45929026111982,0.001,0.001,2346.981,9.261609197083427e-24,0.001,0.07,1.496143676636139e-26,0.001
